instance family
mcs30_b06m_s30_AB01 0 478763
mcs30_b06m_s30_AB02 0 144813
mcs30_b06m_s30_AB03 0 578902
mcs30_b06m_s30_AB04 0 719057
mcs30_b06m_s30_AB05 0 525350
mcs30_b06m_s30_AB06 0 305951
mcs30_b06m_s30_AB07 0 278192
mcs30_b06m_s30_AB08 0 125027
mcs30_b06m_s30_AB09 0 348899
mcs30_b06m_s35_AB00 0 1000000
mcs30_b06m_s35_AB01 0 1000000
mcs30_b06m_s35_AB02 0 1000000
mcs30_b06m_s35_AB03 0 1000000
mcs30_b06m_s35_AB04 0 1000000
mcs30_b06m_s35_AB05 0 1000000
mcs30_b06m_s35_AB06 0 1000000
mcs30_b06m_s35_AB07 0 1000000
mcs30_b06m_s35_AB08 0 1000000
mcs30_b06m_s35_AB09 0 1000000
mcs30_b06m_s40_AB00 0 1000000
mcs30_b06m_s40_AB01 0 1000000
mcs30_b06m_s40_AB02 0 1000000
mcs30_b06m_s40_AB03 0 1000000
mcs30_b06m_s40_AB04 0 1000000
mcs30_b06m_s40_AB05 0 1000000
mcs30_b06m_s40_AB06 0 1000000
mcs30_b06m_s40_AB07 0 1000000
mcs30_b06m_s40_AB08 0 1000000
mcs30_b06m_s40_AB09 0 1000000
mcs30_b06m_s50_AB00 0 1000000
mcs30_b06m_s50_AB01 0 1000000
mcs30_b06m_s50_AB02 0 1000000
mcs30_b06m_s50_AB03 0 1000000
mcs30_b06m_s50_AB04 0 1000000
mcs30_b06m_s50_AB05 0 1000000
mcs30_b06m_s50_AB06 0 1000000
mcs30_b06m_s50_AB07 0 1000000
mcs30_b06m_s50_AB08 0 1000000
mcs30_b06m_s50_AB09 0 1000000
mcs30_b09_s35_AB00 0 1000000
mcs30_b09_s35_AB01 0 1000000
mcs30_b09_s35_AB02 0 1000000
mcs30_b09_s35_AB03 0 1000000
mcs30_b09_s35_AB04 0 1000000
mcs30_b09_s35_AB05 0 1000000
mcs30_b09_s35_AB06 0 1000000
mcs30_b09_s35_AB07 0 1000000
mcs30_b09_s35_AB08 0 1000000
mcs30_b09_s35_AB09 0 1000000
mcs30_b09_s40_AB00 0 1000000
mcs30_b09_s40_AB01 0 1000000
mcs30_b09_s40_AB02 0 1000000
mcs30_b09_s40_AB03 0 1000000
mcs30_b09_s40_AB04 0 1000000
mcs30_b09_s40_AB05 0 1000000
mcs30_b09_s40_AB06 0 1000000
mcs30_b09_s40_AB07 0 1000000
mcs30_b09_s40_AB08 0 1000000
mcs30_b09_s40_AB09 0 1000000
mcs30_b09_s50_AB00 0 1000000
mcs30_b09_s50_AB01 0 1000000
mcs30_b09_s50_AB02 0 1000000
mcs30_b09_s50_AB03 0 1000000
mcs30_b09_s50_AB04 0 1000000
mcs30_b09_s50_AB05 0 1000000
mcs30_b09_s50_AB06 0 1000000
mcs30_b09_s50_AB07 0 1000000
mcs30_b09_s50_AB08 0 1000000
mcs30_b09_s50_AB09 0 1000000
mcs30_b09m_s35_AB00 0 1000000
mcs30_b09m_s35_AB01 0 1000000
mcs30_b09m_s35_AB02 0 1000000
mcs30_b09m_s35_AB03 0 1000000
mcs30_b09m_s35_AB04 0 1000000
mcs30_b09m_s35_AB05 0 1000000
mcs30_b09m_s35_AB06 0 1000000
mcs30_b09m_s35_AB07 0 1000000
mcs30_b09m_s35_AB08 0 1000000
mcs30_b09m_s35_AB09 0 1000000
mcs30_b09m_s40_AB00 0 1000000
mcs30_b09m_s40_AB01 0 1000000
mcs30_b09m_s40_AB02 0 1000000
mcs30_b09m_s40_AB03 0 1000000
mcs30_b09m_s40_AB04 0 1000000
mcs30_b09m_s40_AB05 0 1000000
mcs30_b09m_s40_AB06 0 1000001
mcs30_b09m_s40_AB07 0 1000000
mcs30_b09m_s40_AB08 0 1000000
mcs30_b09m_s40_AB09 0 1000000
mcs30_b09m_s50_AB00 0 1000000
mcs30_b09m_s50_AB01 0 1000000
mcs30_b09m_s50_AB02 0 1000000
mcs30_b09m_s50_AB03 0 1000000
mcs30_b09m_s50_AB04 0 1000000
mcs30_b09m_s50_AB05 0 1000000
mcs30_b09m_s50_AB06 0 1000000
mcs30_b09m_s50_AB07 0 1000000
mcs30_b09m_s50_AB08 0 1000000
mcs30_b09m_s50_AB09 0 1000001
mcs30_m2D_s30_AB00 0 627096
mcs30_m2D_s30_AB01 0 99410
mcs30_m2D_s30_AB02 0 74492
mcs30_m2D_s30_AB03 0 203236
mcs30_m2D_s30_AB04 0 33086
mcs30_m2D_s30_AB05 0 1000000
mcs30_m2D_s30_AB06 0 79383
mcs30_m2D_s30_AB07 0 107740
mcs30_m2D_s30_AB08 0 88545
mcs30_m2D_s30_AB09 0 54651
mcs30_m2D_s50_AB00 0 1000000
mcs30_m2D_s50_AB01 0 1000000
mcs30_m2D_s50_AB02 0 1000000
mcs30_m2D_s50_AB03 0 1000000
mcs30_m2D_s50_AB04 0 1000000
mcs30_m2D_s50_AB05 0 1000000
mcs30_m2D_s50_AB06 0 1000000
mcs30_m2D_s50_AB07 0 1000000
mcs30_m2D_s50_AB08 0 1000000
mcs30_m2D_s50_AB09 0 1000000
mcs30_m2Dr2_s30_AB00 0 122637
mcs30_m2Dr2_s30_AB01 0 106159
mcs30_m2Dr2_s30_AB02 0 162613
mcs30_m2Dr2_s30_AB03 0 96136
mcs30_m2Dr2_s30_AB04 0 94318
mcs30_m2Dr2_s30_AB05 0 276145
mcs30_m2Dr2_s30_AB06 0 52042
mcs30_m2Dr2_s30_AB07 0 71929
mcs30_m2Dr2_s30_AB08 0 102549
mcs30_m2Dr2_s30_AB09 0 42625
mcs30_m2Dr2_s50_AB00 0 1000000
mcs30_m2Dr2_s50_AB01 0 1000000
mcs30_m2Dr2_s50_AB02 0 1000000
mcs30_m2Dr2_s50_AB03 0 1000000
mcs30_m2Dr2_s50_AB04 0 1000000
mcs30_m2Dr2_s50_AB05 0 1000000
mcs30_m2Dr2_s50_AB06 0 1000000
mcs30_m2Dr2_s50_AB07 0 1000000
mcs30_m2Dr2_s50_AB08 0 1000000
mcs30_m2Dr2_s50_AB09 0 1000000
mcs30_m2Dr4_s30_AB00 0 94688
mcs30_m2Dr4_s30_AB01 0 162247
mcs30_m2Dr4_s30_AB02 0 223804
mcs30_m2Dr4_s30_AB03 0 133912
mcs30_m2Dr4_s30_AB04 0 111729
mcs30_m2Dr4_s30_AB05 0 101575
mcs30_m2Dr4_s30_AB06 0 49321
mcs30_m2Dr4_s30_AB07 0 335269
mcs30_m2Dr4_s30_AB08 0 319040
mcs30_m2Dr4_s30_AB09 0 163551
mcs30_m2Dr4_s50_AB00 0 1000000
mcs30_m2Dr4_s50_AB01 0 1000000
mcs30_m2Dr4_s50_AB02 0 1000000
mcs30_m2Dr4_s50_AB03 0 1000000
mcs30_m2Dr4_s50_AB04 0 1000000
mcs30_m2Dr4_s50_AB05 0 1000000
mcs30_m2Dr4_s50_AB06 0 1000000
mcs30_m2Dr4_s50_AB07 0 1000000
mcs30_m2Dr4_s50_AB08 0 1000000
mcs30_m2Dr4_s50_AB09 0 1000000
